Chromosome,Start,End,peak_id
chr14,100399455,100399956,99429
chr14,100404211,100404712,99430
chr14,100406502,100407003,99431
chr14,100408386,100408887,99432
chr14,100417397,100417898,99433
chr14,100422078,100422579,99434
chr14,100423520,100424021,99435
chr14,100425023,100425524,99436
chr14,100428087,100428588,99437
chr14,100428705,100429206,99438
chr14,100434123,100434624,99439
chr14,100434939,100435440,99440
chr14,100435760,100436261,99441
chr14,100439143,100439644,99442
chr14,100440130,100440631,99443
chr14,100440897,100441398,99444
chr14,100442001,100442502,99445
chr14,100447199,100447700,99446
chr14,100470086,100470587,99447
chr14,100472147,100472648,99448
chr14,100486425,100486926,99449
chr14,100488025,100488526,99450
chr14,100494368,100494869,99451
chr14,100524786,100525287,99452
chr14,100526605,100527106,99453
chr14,100527661,100528162,99454
chr14,100531969,100532470,99455
chr14,100533157,100533658,99456
chr14,100534107,100534608,99457
chr14,100532505,100533006,99458
chr14,100536058,100536559,99459
chr14,100540877,100541378,99460
chr14,100540375,100540876,99461
chr14,100542961,100543462,99462
chr14,100546335,100546836,99463
chr14,100547846,100548347,99464
chr14,100553004,100553505,99465
chr14,100554074,100554575,99466
chr14,100557682,100558183,99467
chr14,100566961,100567462,99468
chr14,100568167,100568668,99469
chr14,100567520,100568021,99470
chr14,100569712,100570213,99471
chr14,100571132,100571633,99472
chr14,100572593,100573094,99473
chr14,100578538,100579039,99474
chr14,100579545,100580046,99475
chr14,100584485,100584986,99476
chr14,100586918,100587419,99477
chr14,100586285,100586786,99478
chr14,100589287,100589788,99479
chr14,100599957,100600458,99480
chr14,100602740,100603241,99481
chr14,100603314,100603815,99482
chr14,100604761,100605262,99483
chr14,100611033,100611534,99484
chr14,100611815,100612316,99485
chr14,100618317,100618818,99486
chr14,100617224,100617725,99487
chr14,100618919,100619420,99488
chr14,100622203,100622704,99489
chr14,100624534,100625035,99490
chr14,100640344,100640845,99491
chr14,100645602,100646103,99492
chr14,100653300,100653801,99493
chr14,100654107,100654608,99494
chr14,100654705,100655206,99495
chr14,100658367,100658868,99496
chr14,100662842,100663343,99497
chr14,100668814,100669315,99498
chr14,100673192,100673693,99499
chr14,100675205,100675706,99500
chr14,100677487,100677988,99501
chr14,100678081,100678582,99502
chr14,100676603,100677104,99503
chr14,100680597,100681098,99504
chr14,100683499,100684000,99505
chr14,100684154,100684655,99506
chr14,100693084,100693585,99507
chr14,100696875,100697376,99508
chr14,100697989,100698490,99509
chr14,100699018,100699519,99510
chr14,100703871,100704372,99511
chr14,100709621,100710122,99512
chr14,100711538,100712039,99513
chr14,100714180,100714681,99514
chr14,100715276,100715777,99515
chr14,100717315,100717816,99516
chr14,100726520,100727021,99517
chr14,100727417,100727918,99518
chr14,100761989,100762490,99519
chr14,100769446,100769947,99520
chr14,100775216,100775717,99521
chr14,100785364,100785865,99522
chr14,100800401,100800902,99523
chr14,100810705,100811206,99524
chr14,100811948,100812449,99525
chr14,100815869,100816370,99526
chr14,100824171,100824672,99527
chr14,100825807,100826308,99528
chr14,100842351,100842852,99529
chr14,100848514,100849015,99530
chr14,100849399,100849900,99531
chr14,100851084,100851585,99532
chr14,100854443,100854944,99533
chr14,100871720,100872221,99534
chr14,100871179,100871680,99535
chr14,100872315,100872816,99536
chr14,100899544,100900045,99537
chr14,100900105,100900606,99538
chr14,100904209,100904710,99539
chr14,100944039,100944540,99540
chr14,100987275,100987776,99541
chr14,101005392,101005893,99542
chr14,101047244,101047745,99543
chr14,101053237,101053738,99544
chr14,101068224,101068725,99545
chr14,101073157,101073658,99546
chr14,101075287,101075788,99547
chr14,101077394,101077895,99548
chr14,101098558,101099059,99549
chr14,101111689,101112190,99550
chr14,101121080,101121581,99551
chr14,101120527,101121028,99552
chr14,101134906,101135407,99553
chr14,101180624,101181125,99554
chr14,101181373,101181874,99555
chr14,101220912,101221413,99556
chr14,101225271,101225772,99557
chr14,101225881,101226382,99558
chr14,101226805,101227306,99559
chr14,101232977,101233478,99560
chr14,101233711,101234212,99561
chr14,101235163,101235664,99562
chr14,101285186,101285687,99563
chr14,101358057,101358558,99564
chr14,101360234,101360735,99565
chr14,101360929,101361430,99566
chr14,101363108,101363609,99567
chr14,101400827,101401328,99568
chr14,101410098,101410599,99569
chr14,101416817,101417318,99570
chr14,101442438,101442939,99571
chr14,101448584,101449085,99572
chr14,101451130,101451631,99573
chr14,101511805,101512306,99574
chr14,101518503,101519004,99575
chr14,101525530,101526031,99576
chr14,101535127,101535628,99577
chr14,101535634,101536135,99578
chr14,101559610,101560111,99579
chr14,101560170,101560671,99580
chr14,101562678,101563179,99581
chr14,101574904,101575405,99582
chr14,101584471,101584972,99583
chr14,101596171,101596672,99584
chr14,101598741,101599242,99585
chr14,101628316,101628817,99586
chr14,101634165,101634666,99587
chr14,101635975,101636476,99588
chr14,101655716,101656217,99589
chr14,101661575,101662076,99590
chr14,101665426,101665927,99591
chr14,101704091,101704592,99592
chr14,101706074,101706575,99593
chr14,101705537,101706038,99594
chr14,101707424,101707925,99595
chr14,101709791,101710292,99596
chr14,101711442,101711943,99597
chr14,101713554,101714055,99598
chr14,101712836,101713337,99599
chr14,101715191,101715692,99600
chr14,101716668,101717169,99601
chr14,101717323,101717824,99602
chr14,101719293,101719794,99603
chr14,101721844,101722345,99604
chr14,101725612,101726113,99605
chr14,101726479,101726980,99606
chr14,101727969,101728470,99607
chr14,101731131,101731632,99608
chr14,101737714,101738215,99609
chr14,101738691,101739192,99610
chr14,101739424,101739925,99611
chr14,101744669,101745170,99612
chr14,101747632,101748133,99613
chr14,101760409,101760910,99614
chr14,101761144,101761645,99615
chr14,101770883,101771384,99616
chr14,101774322,101774823,99617
chr14,101776271,101776772,99618
chr14,101781177,101781678,99619
chr14,101780629,101781130,99620
chr14,101790199,101790700,99621
chr14,101790980,101791481,99622
chr14,101792146,101792647,99623
chr14,101792648,101793149,99624
chr14,101810077,101810578,99625
chr14,101809574,101810075,99626
chr14,101810812,101811313,99627
chr14,101815948,101816449,99628
chr14,101817639,101818140,99629
chr14,101818385,101818886,99630
chr14,101819517,101820018,99631
chr14,101820145,101820646,99632
chr14,101821457,101821958,99633
chr14,101823585,101824086,99634
chr14,101823011,101823512,99635
chr14,101824847,101825348,99636
chr14,101824236,101824737,99637
chr14,101826281,101826782,99638
chr14,101832458,101832959,99639
chr14,101833327,101833828,99640
chr14,101836734,101837235,99641
chr14,101838424,101838925,99642
chr14,101839165,101839666,99643
chr14,101841009,101841510,99644
chr14,101842892,101843393,99645
chr14,101843618,101844119,99646
chr14,101844120,101844621,99647
chr14,101844688,101845189,99648
chr14,101845441,101845942,99649
chr14,101849100,101849601,99650
chr14,101849608,101850109,99651
chr14,101851681,101852182,99652
chr14,101853427,101853928,99653
chr14,101854317,101854818,99654
chr14,101856493,101856994,99655
chr14,101857177,101857678,99656
chr14,101858902,101859403,99657
chr14,101859478,101859979,99658
chr14,101867020,101867521,99659
chr14,101873938,101874439,99660
chr14,101876493,101876994,99661
chr14,101875904,101876405,99662
chr14,101878701,101879202,99663
chr14,101877724,101878225,99664
chr14,101888168,101888669,99665
chr14,101889900,101890401,99666
chr14,101898096,101898597,99667
chr14,101898989,101899490,99668
chr14,101902822,101903323,99669
chr14,101917278,101917779,99670
chr14,101916761,101917262,99671
chr14,101918038,101918539,99672
chr14,101927801,101928302,99673
chr14,101929298,101929799,99674
chr14,101933436,101933937,99675
chr14,101947994,101948495,99676
chr14,101947452,101947953,99677
chr14,101957553,101958054,99678
chr14,101959240,101959741,99679
chr14,101961022,101961523,99680
chr14,101964236,101964737,99681
chr14,101965094,101965595,99682
chr14,101969468,101969969,99683
chr14,101970949,101971450,99684
chr14,101972355,101972856,99685
chr14,101980634,101981135,99686
chr14,101985530,101986031,99687
chr14,101992653,101993154,99688
chr14,102007940,102008441,99689
chr14,102008857,102009358,99690
chr14,102018174,102018675,99691
chr14,102020210,102020711,99692
chr14,102027879,102028380,99693
chr14,102034231,102034732,99694
chr14,102042594,102043095,99695
chr14,102046341,102046842,99696
chr14,102048456,102048957,99697
chr14,102050924,102051425,99698
chr14,102057473,102057974,99699
chr14,102060096,102060597,99700
chr14,102063011,102063512,99701
chr14,102070681,102071182,99702
chr14,102071542,102072043,99703
chr14,102074254,102074755,99704
chr14,102074876,102075377,99705
chr14,102076791,102077292,99706
chr14,102077373,102077874,99707
chr14,102078210,102078711,99708
chr14,102080625,102081126,99709
chr14,102078857,102079358,99710
chr14,102079585,102080086,99711
chr14,102080121,102080622,99712
chr14,102081197,102081698,99713
chr14,102086928,102087429,99714
chr14,102088358,102088859,99715
chr14,102086349,102086850,99716
chr14,102087725,102088226,99717
chr14,102093985,102094486,99718
chr14,102096501,102097002,99719
chr14,102102991,102103492,99720
chr14,102106246,102106747,99721
chr14,102139537,102140038,99722
chr14,102140324,102140825,99723
chr14,102150780,102151281,99724
chr14,102156958,102157459,99725
chr14,102159793,102160294,99726
chr14,102164325,102164826,99727
chr14,102164875,102165376,99728
chr14,102180542,102181043,99729
chr14,102182190,102182691,99730
chr14,102189844,102190345,99731
chr14,102190825,102191326,99732
chr14,102191863,102192364,99733
chr14,102194821,102195322,99734
chr14,102200888,102201389,99735
chr14,102201408,102201909,99736
chr14,102202496,102202997,99737
chr14,102205555,102206056,99738
chr14,102210567,102211068,99739
chr14,102219971,102220472,99740
chr14,102223645,102224146,99741
chr14,102234603,102235104,99742
chr14,102235243,102235744,99743
chr14,102255742,102256243,99744
chr14,102278371,102278872,99745
chr14,102285084,102285585,99746
chr14,102298695,102299196,99747
chr14,102305009,102305510,99748
chr14,102314104,102314605,99749
chr14,102316774,102317275,99750
chr14,102319436,102319937,99751
chr14,102320015,102320516,99752
chr14,102322995,102323496,99753
chr14,102325785,102326286,99754
chr14,102337912,102338413,99755
chr14,102351553,102352054,99756
chr14,102350984,102351485,99757
chr14,102352168,102352669,99758
chr14,102362698,102363199,99759
chr14,102361985,102362486,99760
chr14,102363227,102363728,99761
chr14,102367659,102368160,99762
chr14,102370190,102370691,99763
chr14,102389214,102389715,99764
chr14,102394921,102395422,99765
chr14,102423407,102423908,99766
chr14,102437980,102438481,99767
chr14,102457286,102457787,99768
chr14,102461622,102462123,99769
chr14,102474530,102475031,99770
chr14,102500038,102500539,99771
chr14,102500637,102501138,99772
chr14,102503686,102504187,99773
chr14,102504261,102504762,99774
chr14,102509038,102509539,99775
chr14,102509626,102510127,99776
chr14,102510128,102510629,99777
chr14,102510726,102511227,99778
chr14,102516433,102516934,99779
chr14,102517357,102517858,99780
chr14,102524505,102525006,99781
chr14,102525264,102525765,99782
chr14,102527434,102527935,99783
chr14,102528363,102528864,99784
chr14,102530837,102531338,99785
chr14,102533518,102534019,99786
chr14,102537229,102537730,99787
chr14,102538594,102539095,99788
chr14,102544628,102545129,99789
chr14,102545150,102545651,99790
chr14,102551063,102551564,99791
chr14,102552012,102552513,99792
chr14,102552529,102553030,99793
chr14,102555125,102555626,99794
chr14,102560608,102561109,99795
chr14,102565290,102565791,99796
chr14,102565893,102566394,99797
chr14,102568047,102568548,99798
chr14,102570963,102571464,99799
chr14,102573464,102573965,99800
chr14,102578415,102578916,99801
chr14,102579576,102580077,99802
chr14,102592241,102592742,99803
chr14,102591448,102591949,99804
chr14,102593202,102593703,99805
chr14,102594481,102594982,99806
chr14,102599627,102600128,99807
chr14,102606236,102606737,99808
chr14,102607634,102608135,99809
chr14,102611188,102611689,99810
chr14,102616801,102617302,99811
chr14,102617965,102618466,99812
chr14,102622142,102622643,99813
chr14,102623468,102623969,99814
chr14,102624604,102625105,99815
chr14,102625509,102626010,99816
chr14,102626471,102626972,99817
chr14,102629006,102629507,99818
chr14,102629754,102630255,99819
chr14,102640951,102641452,99820
chr14,102644486,102644987,99821
chr14,102646064,102646565,99822
chr14,102651989,102652490,99823
chr14,102667747,102668248,99824
chr14,102669103,102669604,99825
chr14,102670886,102671387,99826
chr14,102688296,102688797,99827
chr14,102688855,102689356,99828
chr14,102690512,102691013,99829
chr14,102691622,102692123,99830
chr14,102694463,102694964,99831
chr14,102708454,102708955,99832
chr14,102711215,102711716,99833
chr14,102717192,102717693,99834
chr14,102729184,102729685,99835
chr14,102732085,102732586,99836
chr14,102737921,102738422,99837
chr14,102743475,102743976,99838
chr14,102749266,102749767,99839
chr14,102752990,102753491,99840
chr14,102754609,102755110,99841
chr14,102757142,102757643,99842
chr14,102758028,102758529,99843
chr14,102761133,102761634,99844
chr14,102760539,102761040,99845
chr14,102764079,102764580,99846
chr14,102768207,102768708,99847
chr14,102774524,102775025,99848
chr14,102776044,102776545,99849
chr14,102777249,102777750,99850
chr14,102778344,102778845,99851
chr14,102776635,102777136,99852
chr14,102777802,102778303,99853
chr14,102779600,102780101,99854
chr14,102785078,102785579,99855
chr14,102786736,102787237,99856
chr14,102789331,102789832,99857
chr14,102793898,102794399,99858
chr14,102794989,102795490,99859
chr14,102798345,102798846,99860
chr14,102798916,102799417,99861
chr14,102800249,102800750,99862
chr14,102802781,102803282,99863
chr14,102805559,102806060,99864
chr14,102807680,102808181,99865
chr14,102808274,102808775,99866
chr14,102810477,102810978,99867
chr14,102811481,102811982,99868
chr14,102813109,102813610,99869
chr14,102818281,102818782,99870
chr14,102819136,102819637,99871
chr14,102819651,102820152,99872
chr14,102821239,102821740,99873
chr14,102822172,102822673,99874
chr14,102822806,102823307,99875
chr14,102826087,102826588,99876
chr14,102831439,102831940,99877
chr14,102832829,102833330,99878
chr14,102840664,102841165,99879
chr14,102849077,102849578,99880
chr14,102849782,102850283,99881
chr14,102853596,102854097,99882
chr14,102854256,102854757,99883
chr14,102859889,102860390,99884
chr14,102869090,102869591,99885
chr14,102872008,102872509,99886
chr14,102878694,102879195,99887
chr14,102889555,102890056,99888
chr14,102898732,102899233,99889
chr14,102901601,102902102,99890
chr14,102900959,102901460,99891
chr14,102904077,102904578,99892
chr14,102907360,102907861,99893
chr14,102909388,102909889,99894
chr14,102910442,102910943,99895
chr14,102914345,102914846,99896
chr14,102916158,102916659,99897
chr14,102916840,102917341,99898
chr14,102917824,102918325,99899
chr14,102922740,102923241,99900
chr14,102923253,102923754,99901
chr14,102928350,102928851,99902
chr14,102927751,102928252,99903
chr14,102929002,102929503,99904
chr14,102929915,102930416,99905
chr14,102931193,102931694,99906
chr14,102933176,102933677,99907
chr14,102935779,102936280,99908
chr14,102941537,102942038,99909
chr14,102944108,102944609,99910
chr14,102946425,102946926,99911
chr14,102949047,102949548,99912
chr14,102954189,102954690,99913
chr14,102959983,102960484,99914
chr14,102965241,102965742,99915
chr14,102965927,102966428,99916
chr14,102970479,102970980,99917
chr14,102972549,102973050,99918
chr14,102973899,102974400,99919
chr14,102974892,102975393,99920
chr14,102980466,102980967,99921
chr14,102982803,102983304,99922
chr14,102984673,102985174,99923
chr14,102985640,102986141,99924
chr14,102994611,102995112,99925
chr14,102997551,102998052,99926
chr14,103000114,103000615,99927
chr14,103001935,103002436,99928
chr14,103002590,103003091,99929
chr14,103008925,103009426,99930
chr14,103010848,103011349,99931
chr14,103013306,103013807,99932
chr14,103014377,103014878,99933
chr14,103026952,103027453,99934
chr14,103028332,103028833,99935
chr14,103031873,103032374,99936
chr14,103033532,103034033,99937
chr14,103044120,103044621,99938
chr14,103045477,103045978,99939
chr14,103046419,103046920,99940
chr14,103052414,103052915,99941
chr14,103056239,103056740,99942
chr14,103057353,103057854,99943
chr14,103073818,103074319,99944
chr14,103074886,103075387,99945
chr14,103075531,103076032,99946
chr14,103078199,103078700,99947
chr14,103079253,103079754,99948
chr14,103083939,103084440,99949
chr14,103085581,103086082,99950
chr14,103089690,103090191,99951
chr14,103091425,103091926,99952
chr14,103094429,103094930,99953
chr14,103100371,103100872,99954
chr14,103103527,103104028,99955
chr14,103104894,103105395,99956
chr14,103105738,103106239,99957
chr14,103108827,103109328,99958
chr14,103110799,103111300,99959
chr14,103111362,103111863,99960
chr14,103112112,103112613,99961
chr14,103115010,103115511,99962
chr14,103117953,103118454,99963
chr14,103118996,103119497,99964
chr14,103121419,103121920,99965
chr14,103122032,103122533,99966
chr14,103123148,103123649,99967
chr14,103123796,103124297,99968
chr14,103132461,103132962,99969
chr14,103136929,103137430,99970
chr14,103138078,103138579,99971
chr14,103137560,103138061,99972
chr14,103140697,103141198,99973
chr14,103140144,103140645,99974
chr14,103142645,103143146,99975
chr14,103146334,103146835,99976
chr14,103149272,103149773,99977
chr14,103154957,103155458,99978
chr14,103155680,103156181,99979
chr14,103160515,103161016,99980
chr14,103164910,103165411,99981
chr14,103179133,103179634,99982
chr14,103188962,103189463,99983
chr14,103190762,103191263,99984
chr14,103192025,103192526,99985
chr14,103192790,103193291,99986
chr14,103194210,103194711,99987
chr14,103198690,103199191,99988
chr14,103219031,103219532,99989
chr14,103220571,103221072,99990
chr14,103246412,103246913,99991
chr14,103259061,103259562,99992
chr14,103260461,103260962,99993
chr14,103273997,103274498,99994
chr14,103277937,103278438,99995
chr14,103279191,103279692,99996
chr14,103280165,103280666,99997
chr14,103281438,103281939,99998
chr14,103286402,103286903,99999
chr14,103292744,103293245,100000
chr14,103296936,103297437,100001
chr14,103302953,103303454,100002
chr14,103304671,103305172,100003
chr14,103313601,103314102,100004
chr14,103314489,103314990,100005
chr14,103315260,103315761,100006
chr14,103317287,103317788,100007
chr14,103319290,103319791,100008
chr14,103322086,103322587,100009
chr14,103323176,103323677,100010
chr14,103326431,103326932,100011
chr14,103329808,103330309,100012
chr14,103333851,103334352,100013
chr14,103334905,103335406,100014
chr14,103333296,103333797,100015
chr14,103341361,103341862,100016
chr14,103340699,103341200,100017
chr14,103343852,103344353,100018
chr14,103343171,103343672,100019
chr14,103345348,103345849,100020
chr14,103346971,103347472,100021
chr14,103348884,103349385,100022
chr14,103349872,103350373,100023
chr14,103354734,103355235,100024
chr14,103356158,103356659,100025
chr14,103359291,103359792,100026
chr14,103361750,103362251,100027
chr14,103368440,103368941,100028
chr14,103372494,103372995,100029
chr14,103374150,103374651,100030
chr14,103378019,103378520,100031
chr14,103380691,103381192,100032
chr14,103382360,103382861,100033
chr14,103385075,103385576,100034
chr14,103391007,103391508,100035
chr14,103391870,103392371,100036
chr14,103394259,103394760,100037
chr14,103395188,103395689,100038
chr14,103398379,103398880,100039
chr14,103399658,103400159,100040
chr14,103401165,103401666,100041
chr14,103401702,103402203,100042
chr14,103403056,103403557,100043
chr14,103403791,103404292,100044
chr14,103410126,103410627,100045
chr14,103417580,103418081,100046
chr14,103418381,103418882,100047
chr14,103422880,103423381,100048
chr14,103427515,103428016,100049
chr14,103428655,103429156,100050
chr14,103436471,103436972,100051
chr14,103443069,103443570,100052
chr14,103447619,103448120,100053
chr14,103449473,103449974,100054
chr14,103460363,103460864,100055
chr14,103462985,103463486,100056
chr14,103476018,103476519,100057
chr14,103480533,103481034,100058
chr14,103500102,103500603,100059
chr14,103506179,103506680,100060
chr14,103507786,103508287,100061
chr14,103512861,103513362,100062
chr14,103518494,103518995,100063
chr14,103519034,103519535,100064
chr14,103521040,103521541,100065
chr14,103521548,103522049,100066
chr14,103522621,103523122,100067
chr14,103527265,103527766,100068
chr14,103526533,103527034,100069
chr14,103528966,103529467,100070
chr14,103533037,103533538,100071
chr14,103537209,103537710,100072
chr14,103539392,103539893,100073
chr14,103540973,103541474,100074
chr14,103546701,103547202,100075
chr14,103548717,103549218,100076
chr14,103554652,103555153,100077
chr14,103562405,103562906,100078
chr14,103561798,103562299,100079
chr14,103562918,103563419,100080
chr14,103571941,103572442,100081
chr14,103575202,103575703,100082
chr14,103581985,103582486,100083
chr14,103583059,103583560,100084
chr14,103593537,103594038,100085
chr14,103595336,103595837,100086
chr14,103598137,103598638,100087
chr14,103603017,103603518,100088
chr14,103607009,103607510,100089
chr14,103613445,103613946,100090
chr14,103614085,103614586,100091
chr14,103623877,103624378,100092
chr14,103625247,103625748,100093
chr14,103626069,103626570,100094
chr14,103628085,103628586,100095
chr14,103628920,103629421,100096
chr14,103629548,103630049,100097
chr14,103633482,103633983,100098
chr14,103635594,103636095,100099
chr14,103637288,103637789,100100
chr14,103638518,103639019,100101
chr14,103643888,103644389,100102
chr14,103645550,103646051,100103
chr14,103656320,103656821,100104
chr14,103657487,103657988,100105
chr14,103664001,103664502,100106
chr14,103679305,103679806,100107
chr14,103680821,103681322,100108
chr14,103684406,103684907,100109
chr14,103689415,103689916,100110
chr14,103691608,103692109,100111
chr14,103695847,103696348,100112
chr14,103696426,103696927,100113
chr14,103698827,103699328,100114
chr14,103701624,103702125,100115
chr14,103703702,103704203,100116
chr14,103705098,103705599,100117
chr14,103715346,103715847,100118
chr14,103724109,103724610,100119
chr14,103730609,103731110,100120
chr14,103739066,103739567,100121
chr14,103748427,103748928,100122
chr14,103749824,103750325,100123
chr14,103762475,103762976,100124
chr14,103763667,103764168,100125
chr14,103793134,103793635,100126
chr14,103801412,103801913,100127
chr14,103806953,103807454,100128
chr14,103808337,103808838,100129
chr14,103817684,103818185,100130
chr14,103820998,103821499,100131
chr14,103847411,103847912,100132
chr14,103854738,103855239,100133
chr14,103858035,103858536,100134
chr14,103871814,103872315,100135
chr14,103872460,103872961,100136
chr14,103880293,103880794,100137
chr14,103879690,103880191,100138
chr14,103899176,103899677,100139
chr14,103901025,103901526,100140
chr14,103905802,103906303,100141
chr14,103908550,103909051,100142
chr14,103910202,103910703,100143
chr14,103921379,103921880,100144
chr14,103920823,103921324,100145
chr14,103923850,103924351,100146
chr14,103928159,103928660,100147
chr14,103929942,103930443,100148
chr14,103931438,103931939,100149
chr14,103933545,103934046,100150
chr14,103943633,103944134,100151
chr14,103949782,103950283,100152
chr14,103980551,103981052,100153
chr14,103986908,103987409,100154
chr14,104000952,104001453,100155
chr14,104039157,104039658,100156
chr14,104045176,104045677,100157
chr14,104076673,104077174,100158
chr14,104077909,104078410,100159
chr14,104085139,104085640,100160
chr14,104087041,104087542,100161
chr14,104093604,104094105,100162
chr14,104094570,104095071,100163
chr14,104096975,104097476,100164
chr14,104106312,104106813,100165
chr14,104107884,104108385,100166
chr14,104116323,104116824,100167
chr14,104123863,104124364,100168
chr14,104130881,104131382,100169
chr14,104135971,104136472,100170
chr14,104137398,104137899,100171
chr14,104138248,104138749,100172
chr14,104149706,104150207,100173
chr14,104158784,104159285,100174
chr14,104159517,104160018,100175
chr14,104161235,104161736,100176
chr14,104184935,104185436,100177
chr14,104196410,104196911,100178
chr14,104201923,104202424,100179
chr14,104206325,104206826,100180
chr14,104224036,104224537,100181
chr14,104225718,104226219,100182
chr14,104227750,104228251,100183
chr14,104231576,104232077,100184
chr14,104240350,104240851,100185
chr14,104253041,104253542,100186
chr14,104270196,104270697,100187
chr14,104285307,104285808,100188
chr14,104286508,104287009,100189
chr14,104303952,104304453,100190
chr14,104341970,104342471,100191
chr14,104379058,104379559,100192
chr14,104384014,104384515,100193
chr14,104386107,104386608,100194
chr14,104386898,104387399,100195
chr14,104388774,104389275,100196
chr14,104389854,104390355,100197
chr14,104389299,104389800,100198
chr14,104390852,104391353,100199
chr14,104391850,104392351,100200
chr14,104393924,104394425,100201
chr14,104394486,104394987,100202
chr14,104399763,104400264,100203
chr14,104424622,104425123,100204
chr14,104436045,104436546,100205
chr14,104440558,104441059,100206
chr14,104461826,104462327,100207
chr14,104477633,104478134,100208
chr14,104494397,104494898,100209
chr14,104496044,104496545,100210
chr14,104505152,104505653,100211
chr14,104527839,104528340,100212
chr14,104537610,104538111,100213
chr14,104551132,104551633,100214
chr14,104563928,104564429,100215
chr14,104575556,104576057,100216
chr14,104576250,104576751,100217
chr14,104589306,104589807,100218
chr14,104594056,104594557,100219
chr14,104600238,104600739,100220
chr14,104603930,104604431,100221
chr14,104604650,104605151,100222
chr14,104618722,104619223,100223
chr14,104625088,104625589,100224
chr14,104634581,104635082,100225
chr14,104639919,104640420,100226
chr14,104641204,104641705,100227
chr14,104641989,104642490,100228
chr14,104645087,104645588,100229
chr14,104647647,104648148,100230
chr14,104650232,104650733,100231
chr14,104651795,104652296,100232
chr14,104656316,104656817,100233
chr14,104656963,104657464,100234
chr14,104657765,104658266,100235
chr14,104658312,104658813,100236
chr14,104660024,104660525,100237
chr14,104660620,104661121,100238
chr14,104661576,104662077,100239
chr14,104662533,104663034,100240
chr14,104663825,104664326,100241
chr14,104665632,104666133,100242
chr14,104677026,104677527,100243
chr14,104677631,104678132,100244
chr14,104678347,104678848,100245
chr14,104680826,104681327,100246
chr14,104685164,104685665,100247
chr14,104686889,104687390,100248
chr14,104689308,104689809,100249
chr14,104688550,104689051,100250
chr14,104688039,104688540,100251
chr14,104690365,104690866,100252
chr14,104690991,104691492,100253
chr14,104693214,104693715,100254
chr14,104694974,104695475,100255
chr14,104700675,104701176,100256
chr14,104701962,104702463,100257
chr14,104704279,104704780,100258
chr14,104705284,104705785,100259
chr14,104708584,104709085,100260
chr14,104711557,104712058,100261
chr14,104712976,104713477,100262
chr14,104717574,104718075,100263
chr14,104721918,104722419,100264
chr14,104723899,104724400,100265
chr14,104723000,104723501,100266
chr14,104724401,104724902,100267
chr14,104724966,104725467,100268
chr14,104731209,104731710,100269
chr14,104736193,104736694,100270
chr14,104740324,104740825,100271
chr14,104741718,104742219,100272
chr14,104746099,104746600,100273
chr14,104752722,104753223,100274
chr14,104756912,104757413,100275
chr14,104762946,104763447,100276
chr14,104768432,104768933,100277
chr14,104768936,104769437,100278
chr14,104772436,104772937,100279
chr14,104773900,104774401,100280
chr14,104774576,104775077,100281
chr14,104775845,104776346,100282
chr14,104777106,104777607,100283
chr14,104783290,104783791,100284
chr14,104784839,104785340,100285
chr14,104786168,104786669,100286
chr14,104787056,104787557,100287
chr14,104787666,104788167,100288
chr14,104792405,104792906,100289
chr14,104795078,104795579,100290
chr14,104793988,104794489,100291
chr14,104797609,104798110,100292
chr14,104799517,104800018,100293
chr14,104800243,104800744,100294
chr14,104800744,104801245,100295
chr14,104801914,104802415,100296
chr14,104804105,104804606,100297
chr14,104805312,104805813,100298
chr14,104806668,104807169,100299
chr14,104815857,104816358,100300
chr14,104815112,104815613,100301
chr14,104826340,104826841,100302
chr14,104827534,104828035,100303
chr14,104863967,104864468,100304
chr14,104864999,104865500,100305
chr14,104865635,104866136,100306
chr14,104870707,104871208,100307
chr14,104871788,104872289,100308
chr14,104872491,104872992,100309
chr14,104876234,104876735,100310
chr14,104877544,104878045,100311
chr14,104880899,104881400,100312
chr14,104882249,104882750,100313
chr14,104884772,104885273,100314
chr14,104893681,104894182,100315
chr14,104896588,104897089,100316
chr14,104900925,104901426,100317
chr14,104904562,104905063,100318
chr14,104918601,104919102,100319
chr14,104922502,104923003,100320
chr14,104923490,104923991,100321
chr14,104924577,104925078,100322
chr14,104926500,104927001,100323
chr14,104931875,104932376,100324
chr14,104933277,104933778,100325
chr14,104932507,104933008,100326
chr14,104933917,104934418,100327
chr14,104934854,104935355,100328
chr14,104939536,104940037,100329
chr14,104953219,104953720,100330
chr14,104954615,104955116,100331
chr14,104955411,104955912,100332
chr14,104956106,104956607,100333
chr14,104956884,104957385,100334
chr14,104962051,104962552,100335
chr14,104967326,104967827,100336
chr14,104968501,104969002,100337
chr14,104970535,104971036,100338
chr14,104976058,104976559,100339
chr14,104978189,104978690,100340
chr14,104979122,104979623,100341
chr14,104985474,104985975,100342
chr14,104986010,104986511,100343
chr14,104994048,104994549,100344
chr14,104994966,104995467,100345
chr14,105004006,105004507,100346
chr14,105012137,105012638,100347
chr14,105013082,105013583,100348
chr14,105014237,105014738,100349
chr14,105015182,105015683,100350
chr14,105020261,105020762,100351
chr14,105021069,105021570,100352
chr14,105024833,105025334,100353
chr14,105026031,105026532,100354
chr14,105027073,105027574,100355
chr14,105033444,105033945,100356
chr14,105032487,105032988,100357
chr14,105034256,105034757,100358
chr14,105043593,105044094,100359
chr14,105045655,105046156,100360
